# JD   5-sigma-depth
6.031827254021274712e+04 2.472836583972644320e+01
6.031828201667078247e+04 2.479287138580705729e+01
6.033028080938563653e+04 2.433910804805891814e+01
6.034620564302474668e+04 2.367988114119367182e+01
6.034920239553641295e+04 2.450494615094182649e+01
6.042700144462019671e+04 2.366699064671988850e+01
6.042903381894378981e+04 2.432154245713103080e+01
6.043003308984150499e+04 2.349978136041738708e+01
6.043004383563681768e+04 2.368148609021196194e+01
6.067928618059153087e+04 2.466106742893008885e+01
6.067928760252000211e+04 2.448882414348894088e+01
6.073111628678879788e+04 2.378613275693346196e+01
6.073309321505397384e+04 2.467392441165265637e+01
6.073309411696166353e+04 2.464153266731059944e+01
6.079305847130690381e+04 2.369880327159851063e+01
6.105432294058604020e+04 2.458559101687418647e+01
6.108018027416890982e+04 2.385495875859062309e+01
6.108217958638676646e+04 2.459165942004359096e+01
6.108218405185330630e+04 2.453776150321821348e+01
6.109216464132795954e+04 2.443612865434414161e+01
6.111908813738125173e+04 2.445868345262272570e+01
6.116798516930023470e+04 2.467097033801138650e+01
6.116798561469667766e+04 2.471343821193716650e+01
6.144122948086653923e+04 2.415966856695392551e+01
6.144523267422173376e+04 2.420838536992538792e+01
6.146814943237177795e+04 2.459483086959952658e+01
6.152199563329663215e+04 2.472204132762742645e+01
6.179023582356143743e+04 2.438793082402400358e+01
6.179023716553663689e+04 2.441309277705027370e+01
6.179728801148719504e+04 2.432863935618154372e+01
6.180026734623099037e+04 2.404907300897029643e+01
6.182313175980978849e+04 2.459188737722976015e+01
6.183624998919543577e+04 2.409799448541841116e+01
6.185509334247570223e+04 2.446827441380112234e+01
6.188605388230296376e+04 2.476533201778781645e+01
6.188998269102249469e+04 2.431024043655359179e+01
6.190798305448092287e+04 2.420351316957057008e+01
6.218719403355222312e+04 2.410617356147626822e+01
6.220008144241195259e+04 2.391702251399276946e+01
6.220919304550813831e+04 2.389033442236681992e+01
6.220921461895435641e+04 2.387788676093260420e+01
6.252823186402076681e+04 2.410480262659100958e+01
6.253622166109293903e+04 2.415775576198044305e+01
6.258702453070892079e+04 2.346429245299340138e+01
6.258702542488562904e+04 2.343197663849831613e+01
6.262398346572880109e+04 2.438917106956585812e+01
6.286730875679615565e+04 2.481307913682105237e+01
6.289129314235137281e+04 2.405307092196364493e+01
6.289819786955999734e+04 2.426654669451001212e+01
6.292316953160605044e+04 2.433307657951765179e+01
6.299698565017437068e+04 2.426463973551962283e+01
6.300207366640955297e+04 2.404549904031460272e+01
6.324724956223435584e+04 2.474981244922272339e+01
6.326621152552845160e+04 2.415873326203259452e+01
6.326718697583010362e+04 2.461821504860299825e+01
6.327720602937663352e+04 2.446409229014072650e+01
6.330313382008483313e+04 2.450351316194409179e+01
6.359228149087739439e+04 2.400453792912388451e+01
6.360030222873035382e+04 2.398662741958610667e+01
6.360129553551607387e+04 2.451686281978516035e+01
6.362822683892661735e+04 2.387968427233392887e+01
6.365209429296795861e+04 2.441912895431197938e+01
6.370803739640744607e+04 2.414291381290595595e+01
