# JD   5-sigma-depth
6.034527224772264890e+04 2.361777327115787983e+01
6.034632718932474381e+04 2.362000146428001912e+01
6.034632802200469450e+04 2.379561573010080977e+01
6.035014524990214704e+04 2.414365427744766990e+01
6.035014568296111247e+04 2.415147380275006483e+01
6.037703210602772742e+04 2.335619340772844765e+01
6.038202938211654691e+04 2.365982027744496818e+01
6.070230375182077842e+04 2.381311945707660982e+01
6.070330001599061507e+04 2.308334591277909453e+01
6.070331026452196966e+04 2.299569914123933856e+01
6.073009643849464919e+04 2.349620629063773336e+01
6.073021632601024612e+04 2.384034463722791486e+01
6.143715866852937324e+04 2.299466016292952020e+01
6.143835717287340958e+04 2.346416270966475892e+01
6.143835799838138337e+04 2.335990359942979566e+01
6.144727658454053744e+04 2.372125770749863349e+01
6.146704732034709014e+04 2.379191684827374331e+01
6.147004519120806799e+04 2.381538573830805916e+01
6.147703159325447632e+04 2.387004623998507213e+01
6.147703915382672130e+04 2.386701892826305738e+01
6.150510936611912621e+04 2.317941113097858263e+01
6.179831020610374981e+04 2.362717276585896897e+01
6.180227908374180697e+04 2.386718232641156590e+01
6.182210192820199882e+04 2.389149994080793959e+01
6.217532015052555653e+04 2.364000531995579379e+01
6.217628074690159701e+04 2.407827552732948462e+01
6.217628158542673191e+04 2.404207477654692937e+01
6.218028141074485757e+04 2.377622037195944671e+01
6.218028224078669882e+04 2.366116993796664758e+01
6.221215654604508018e+04 2.346534858335894214e+01
6.221425070785611024e+04 2.326163318651460088e+01
6.224209599320348934e+04 2.374146007237533595e+01
6.224209730768821464e+04 2.370631983554354605e+01
6.253118929874407331e+04 2.351217193708336239e+01
6.253415233542200440e+04 2.374765037425791547e+01
6.255924491838726681e+04 2.328608111237220513e+01
6.255926692674982041e+04 2.372888918009214620e+01
6.256226704548777343e+04 2.338211681291277344e+01
6.261808895446655515e+04 2.288789909794633814e+01
6.289433954496117804e+04 2.333646314406150424e+01
6.291504575898619078e+04 2.371205504977561418e+01
6.291529102662832884e+04 2.379879868293719625e+01
6.291922929276437208e+04 2.317867679280028881e+01
6.300898837441262731e+04 2.381906069639760659e+01
6.300899145498032885e+04 2.380741798481153282e+01
6.300904018830543646e+04 2.377278360026048887e+01
6.321431331757656153e+04 2.405467535216463304e+01
6.321924338948596414e+04 2.367720796152103091e+01
6.324415894255212334e+04 2.354309461200559284e+01
6.324819772819078935e+04 2.386015225378853089e+01
6.324819861660081369e+04 2.385689015161247539e+01
6.330002591453318018e+04 2.379226536286585159e+01
6.330002632807259215e+04 2.372900701834719683e+01
6.330401979708050931e+04 2.353294473979967094e+01
6.332820671837995178e+04 2.283593748138733304e+01
6.333309809448906890e+04 2.380652213075511625e+01
6.333609362048494950e+04 2.412905104339431972e+01
6.359623676477841946e+04 2.371869900539070741e+01
6.359625636702047632e+04 2.370820056059265468e+01
6.362830074637570942e+04 2.372435849584007883e+01
6.365304821456206264e+04 2.378595494546845046e+01
6.366009131138602970e+04 2.366500285554358385e+01
6.374199333537882194e+04 2.336578877539544052e+01
