# JD   5-sigma-depth
6.023926809188118932e+04 2.320752261161090146e+01
6.024719563879074849e+04 2.280712095396847872e+01
6.024720456247791299e+04 2.279189189054389431e+01
6.027109694060315815e+04 2.284386937525130534e+01
6.027209881069514086e+04 2.299856299243063518e+01
6.027320613735841471e+04 2.310027690988113136e+01
6.029803306526296365e+04 2.240390314345628653e+01
6.029803397107573255e+04 2.240837297487939139e+01
6.030218109679569898e+04 2.311150340412874726e+01
6.030218201492595108e+04 2.314052642078916833e+01
6.030716261790545104e+04 2.289934687248749157e+01
6.030716396062600688e+04 2.286708770187001605e+01
6.032907562741123547e+04 2.293006202000373506e+01
6.033109621932941809e+04 2.321949063688157011e+01
6.035808869973880792e+04 2.273799626555911146e+01
6.057240475598331250e+04 2.258630380152555261e+01
6.057331654976704158e+04 2.285524975881326171e+01
6.057331746241887595e+04 2.283015549481591222e+01
6.059835873674069444e+04 2.297040534636927589e+01
6.062631863523451466e+04 2.229133530523900930e+01
6.063328175705002650e+04 2.297105190362617932e+01
6.065624638830068579e+04 2.298504875512409029e+01
6.065633565881621325e+04 2.245560032450167398e+01
6.065815512662001856e+04 2.291777909846685901e+01
6.066118275511069805e+04 2.289465805021005451e+01
6.068114709260642121e+04 2.319506613342534251e+01
6.068614232261344296e+04 2.281368563406060446e+01
6.068716048645273258e+04 2.268699151002675407e+01
6.068921006762860634e+04 2.244629271903550460e+01
6.069708799434319371e+04 2.303627243630255350e+01
6.071803798696473677e+04 2.269547318236350364e+01
6.071804952387570665e+04 2.293095718324998344e+01
6.072507761517235485e+04 2.257732206083971604e+01
6.103912196320696239e+04 2.306790496271896984e+01
6.130839653618264856e+04 2.266905655990996848e+01
6.130927764626331191e+04 2.291527480498181646e+01
6.133137781946071482e+04 2.233290464333957459e+01
6.133232904621952184e+04 2.270466743761355843e+01
6.133333875643918873e+04 2.283529739698795780e+01
6.133628803824685747e+04 2.281858021452551455e+01
6.133820548524204060e+04 2.277486242789195359e+01
6.133820729704667610e+04 2.276788841859214685e+01
6.133837297330376168e+04 2.227571778983021034e+01
6.133932356091941620e+04 2.303612978449367077e+01
6.134021390362972306e+04 2.312235385256382969e+01
6.136218050520618272e+04 2.306239885464982109e+01
6.136516586685738730e+04 2.310727227200442968e+01
6.136516730131031363e+04 2.308488510304817254e+01
6.136517562619929959e+04 2.318062232517154797e+01
6.137119488098013971e+04 2.317978462241926607e+01
6.137119671324972296e+04 2.321431243655531418e+01
6.137125964696450683e+04 2.302951009511771474e+01
6.137126009910970606e+04 2.306675281933554800e+01
6.139613571752561984e+04 2.296152609564584424e+01
6.139622150245938974e+04 2.301001883726044639e+01
6.139822864659532934e+04 2.283029603614299674e+01
6.140222246205432748e+04 2.279254054515678618e+01
6.142109117228945252e+04 2.316974286632294167e+01
6.142408690652016958e+04 2.287841279207161094e+01
6.143203954705743672e+04 2.243831063264683223e+01
6.143204000929166068e+04 2.241701232661878151e+01
6.143608321876370610e+04 2.326101822449169987e+01
6.145302628689484118e+04 2.250850537650750027e+01
6.145308057370293682e+04 2.291401460771027487e+01
6.145802074561935297e+04 2.276389065740560369e+01
6.148105623346567882e+04 2.267072763190209983e+01
6.164041311313689948e+04 2.293016076894694777e+01
6.168731586588032224e+04 2.296081793439137542e+01
6.175623626984443399e+04 2.301775614379975110e+01
6.177817433013040136e+04 2.284087038790405089e+01
6.204239452567347325e+04 2.224857367737451597e+01
6.204936935463063855e+04 2.275812424728988148e+01
6.207019927998199273e+04 2.291502828460925656e+01
6.207219286899161671e+04 2.299967690826834144e+01
6.207221187953352637e+04 2.291853823633471876e+01
6.208434040453622583e+04 2.269193145734740824e+01
6.209926677735767589e+04 2.313425410004012406e+01
6.210117966676070500e+04 2.287831736785348369e+01
6.210118012618569628e+04 2.286106438936095486e+01
6.210317205309883866e+04 2.286416176602247674e+01
6.210317391747923102e+04 2.284415915029620692e+01
6.210319812098298280e+04 2.259583964839936598e+01
6.210329347106050409e+04 2.264613605565084953e+01
6.210718363615529233e+04 2.299769508230404469e+01
6.211226516275938047e+04 2.284985885289778551e+01
6.213203811978362501e+04 2.264543874753183772e+01
6.213303629018998618e+04 2.244444214963350959e+01
6.213303673879420239e+04 2.243074071468844721e+01
6.213311113645922887e+04 2.274376553438372639e+01
6.213311248825686926e+04 2.271934417284839469e+01
6.213620962918554142e+04 2.236455958993386162e+01
6.216011636243373505e+04 2.315062231806491155e+01
6.216208543964402634e+04 2.261747882346909222e+01
6.216410813279657305e+04 2.307947734551037655e+01
6.216808406929416378e+04 2.260764793865042321e+01
6.218803315351367200e+04 2.245716878515528592e+01
6.219010079429393954e+04 2.225767554270312942e+01
6.219109503514654352e+04 2.210199867707376953e+01
6.219207731475539185e+04 2.241973001140180699e+01
6.249022582622869231e+04 2.280117597570296084e+01
6.249022627371481212e+04 2.279625422344964036e+01
6.249214513828829513e+04 2.270253400717705716e+01
6.249222424470735132e+04 2.262025166641221574e+01
6.251507987577248423e+04 2.303370754085310423e+01
6.275634303566644667e+04 2.256297114126150305e+01
6.275634441347994289e+04 2.256061357842429871e+01
6.277738864528645354e+04 2.246812640108597847e+01
6.278126872276818176e+04 2.296347146144378826e+01
6.278127154563586373e+04 2.292454105584501889e+01
6.278535453973902622e+04 2.292091738553420655e+01
6.278636312301488942e+04 2.268636680332534183e+01
6.281628099254869448e+04 2.301695097111138821e+01
6.281732966760786803e+04 2.222655164533365024e+01
6.282234182417494594e+04 2.226363287259632529e+01
6.283707698798198544e+04 2.294038949633870672e+01
6.283817248550702061e+04 2.336778369829350055e+01
6.284325773399246827e+04 2.255197681855248248e+01
6.284726201432742528e+04 2.271773401414058213e+01
6.284818171050223464e+04 2.284850034246295536e+01
6.284826493931733421e+04 2.263064807566959047e+01
6.286614381456931005e+04 2.291041789447474031e+01
6.286716490569938469e+04 2.316289350412733938e+01
6.287113207054547820e+04 2.276545809882519933e+01
6.287416141609747137e+04 2.272238922544899964e+01
6.287609245914403436e+04 2.302628485438859585e+01
6.287609290941348445e+04 2.299713513785243180e+01
6.287719474989501759e+04 2.270798021619800267e+01
6.289609456071128079e+04 2.294221652194436700e+01
6.289609877930604125e+04 2.290488082800973757e+01
6.289711680398234603e+04 2.310889300805797220e+01
6.290305406583421427e+04 2.240485167696757429e+01
6.290403275963052874e+04 2.239393550672820865e+01
6.290409575012284040e+04 2.278189717097161804e+01
6.292804158724957233e+04 2.251021926797096739e+01
6.313538842169071722e+04 2.311209500816740459e+01
6.314028428798886307e+04 2.251558776123202321e+01
6.316616155274114863e+04 2.257687051852757776e+01
6.316825378052516317e+04 2.257342661851838628e+01
6.317228740061089775e+04 2.297589879400593205e+01
6.319315358674344316e+04 2.326770131044197143e+01
6.319617928419337841e+04 2.301932717331946776e+01
6.322310206880240003e+04 2.311068726444275612e+01
6.322420699914339639e+04 2.302960524371067663e+01
6.325410479800019675e+04 2.260694463190653281e+01
6.325612152077681822e+04 2.272031560213828527e+01
6.326802730747908208e+04 2.208097815597837155e+01
6.326802777444908861e+04 2.208879636110821565e+01
6.326802822712636407e+04 2.207505026707099560e+01
6.328409007403385476e+04 2.285387628465597842e+01
6.331207479768167832e+04 2.255298564902726710e+01
6.349937419784917438e+04 2.320768321684316149e+01
6.352226201705681160e+04 2.256466709422066685e+01
6.352637257754639722e+04 2.281779181970540549e+01
6.354629898497053364e+04 2.272150074311747403e+01
6.355022714211243147e+04 2.313336708658093599e+01
6.357712458222695568e+04 2.312792998375350351e+01
6.357713976152295800e+04 2.321051008803740601e+01
6.357714021148871689e+04 2.317656397692891090e+01
6.357714354189589358e+04 2.303458515057668876e+01
6.357810690005293873e+04 2.315582861773868473e+01
6.358010823182129388e+04 2.298432530140404495e+01
6.358124535652413761e+04 2.269407201564519738e+01
6.361011910701962915e+04 2.269344115108138382e+01
6.361012048621749273e+04 2.259223600830670975e+01
6.361017450604693295e+04 2.287885534446205682e+01
6.361310010692346259e+04 2.298326027755808809e+01
6.379343000501226197e+04 2.287614732379601179e+01
6.382037931103571464e+04 2.168879121939291110e+01
6.385129503630306863e+04 2.200441912676447487e+01
6.385129549171758845e+04 2.215908756840602223e+01
6.385538951716703741e+04 2.237360078917434691e+01
