# JD   5-sigma-depth
6.022832507157913642e+04 2.315376350075655765e+01
6.022933701926956564e+04 2.369871641656706984e+01
6.026310636428945145e+04 2.378344767116917424e+01
6.026705317290331732e+04 2.341803319462150412e+01
6.028605429904584889e+04 2.348959197595075210e+01
6.061115535310227278e+04 2.361693351649555694e+01
6.064214367036629847e+04 2.358503902587742473e+01
6.064705493782012491e+04 2.320645531910728465e+01
6.067507803068764770e+04 2.335785493971774329e+01
6.070307097725263884e+04 2.276915821581625821e+01
6.070307140500543028e+04 2.272143292802784842e+01
6.100513229577988386e+04 2.332249518657643605e+01
6.103008010559024842e+04 2.335263053089543561e+01
6.132822891988181800e+04 2.331056857384390923e+01
6.135409165366010711e+04 2.393515086710867479e+01
6.135506320653532748e+04 2.350133114243241650e+01
6.138415758462139638e+04 2.332265555242393518e+01
6.140906636786530726e+04 2.342865880019376235e+01
6.141306561696581048e+04 2.348099092392769904e+01
6.144010253071619809e+04 2.348023757635966291e+01
6.168214695378064789e+04 2.361102977690060456e+01
6.173304836349427205e+04 2.360675391205179352e+01
6.173405084470953443e+04 2.306632657846167334e+01
6.176312627507517755e+04 2.328305293700006118e+01
6.202826013747880643e+04 2.353848586027511303e+01
6.202836425933892315e+04 2.330966637192266688e+01
6.208804745037812972e+04 2.354221388323555075e+01
6.209027483610320633e+04 2.302230777846769882e+01
6.209027567758905934e+04 2.300468010636335947e+01
6.209614947190581006e+04 2.343806747193236006e+01
6.209615032928626897e+04 2.348106936421900670e+01
6.221602147754742327e+04 2.269380016482873685e+01
6.221602188796932023e+04 2.259371702315545605e+01
6.244103689551790740e+04 2.233410919158013286e+01
6.244603392274139333e+04 2.330928164531492541e+01
6.247311123231738748e+04 2.358983845150143566e+01
6.248110491384247143e+04 2.321866969338497455e+01
6.274224946388465469e+04 2.332579365752204836e+01
6.274533098608630098e+04 2.360291345171273392e+01
6.277623170357761410e+04 2.285031994060404514e+01
6.277623213681559719e+04 2.291995987813002600e+01
6.280019857532806782e+04 2.376829824817475867e+01
6.285616674613405485e+04 2.328541097580500363e+01
6.285815978260272823e+04 2.332508570853943652e+01
6.286015795931120374e+04 2.271477900417518114e+01
6.289006817561897333e+04 2.313653192228598598e+01
6.289006899828481983e+04 2.308851829629964314e+01
6.289006941269114759e+04 2.316877615709672966e+01
6.289406813539266295e+04 2.309271508850945764e+01
6.312727819752402138e+04 2.333656022544400699e+01
6.315118906599544425e+04 2.374033556755712127e+01
6.318805599973696371e+04 2.336532346905143953e+01
6.321218506242486183e+04 2.292140013813613919e+01
6.321609879068685404e+04 2.371923402653326818e+01
6.350923762159364560e+04 2.359854432017661807e+01
6.350923847453806957e+04 2.363538252849234667e+01
6.353307130137718195e+04 2.348076130324125543e+01
6.353403584718846105e+04 2.317589825553138994e+01
6.356719585947974701e+04 2.346265216242964158e+01
6.356811249810919253e+04 2.323274229523909540e+01
6.359908354453716311e+04 2.310056986375328592e+01
6.360012151479668682e+04 2.330897886363084126e+01
6.383729300555657392e+04 2.336515474365083733e+01
6.383731488393978361e+04 2.370079406008219891e+01
6.385920104421043652e+04 2.323294349581778206e+01
