# JD   5-sigma-depth
6.024121257819532912e+04 2.359980944320547280e+01
6.025016686501071672e+04 2.397190459264567863e+01
6.025017744952171051e+04 2.395287000743629235e+01
6.026525578014449275e+04 2.453964375778925344e+01
6.028410390528296557e+04 2.457905933726981118e+01
6.028608100260957872e+04 2.416737758991764551e+01
6.028815386800138367e+04 2.439003204204148290e+01
6.029916666951243678e+04 2.384705420916624163e+01
6.032408169480037759e+04 2.408774363443299649e+01
6.034308968347452173e+04 2.411974588759099447e+01
6.037902940869589656e+04 2.384481534346548059e+01
6.038200106186103949e+04 2.334094571346886227e+01
6.060424960295542405e+04 2.372835827742907000e+01
6.061123577319472679e+04 2.412765455146168847e+01
6.064124154321454262e+04 2.440622346041861235e+01
6.064307590773495758e+04 2.415240538398487047e+01
6.064307636176979577e+04 2.417403263281597603e+01
6.064629046523370926e+04 2.409171190771642657e+01
6.065019884902048943e+04 2.412594322052250462e+01
6.066810029322413175e+04 2.423302450529524066e+01
6.067018499246071588e+04 2.418240152931976183e+01
6.067514904936458333e+04 2.414911640375659729e+01
6.069904258258087793e+04 2.421777101989632541e+01
6.070607460630832065e+04 2.379018351200567238e+01
6.073402735186270002e+04 2.390120024716301117e+01
6.073405183120886068e+04 2.356457829501337287e+01
6.100720571219184058e+04 2.433955844744859576e+01
6.100720617953590408e+04 2.433802641509426934e+01
6.103514353133970144e+04 2.419818575235654023e+01
6.103514399780546228e+04 2.428705404863157469e+01
6.131539168404000520e+04 2.347282855307646443e+01
6.132334947480472329e+04 2.421697655160116369e+01
6.132435682051471667e+04 2.455804894038219999e+01
6.132436238799004786e+04 2.448286987177169749e+01
6.132937534236964711e+04 2.384618011299487605e+01
6.133036545718582056e+04 2.353351803487109350e+01
6.134130477957605763e+04 2.271674511882954306e+01
6.134529692397196777e+04 2.423598500181545035e+01
6.135719528147768142e+04 2.422796449545051445e+01
6.135720081114945060e+04 2.431746303506882256e+01
6.135721064421715710e+04 2.436993057980662769e+01
6.135721622740425664e+04 2.444940643885349729e+01
6.135924978381682740e+04 2.442179044700445445e+01
6.136227620869215025e+04 2.394956770093265774e+01
6.137028794621655834e+04 2.354840807132312719e+01
6.137818383372575045e+04 2.441808147008180896e+01
6.137825734533533250e+04 2.435603878109883524e+01
6.138416537442740810e+04 2.412819883553305544e+01
6.138711573259719444e+04 2.425485070627414785e+01
6.138711711509348243e+04 2.422770956845953094e+01
6.140209439661888609e+04 2.419944820489866899e+01
6.140320384718110290e+04 2.382206598775122330e+01
6.141609886062522855e+04 2.445134690123634513e+01
6.141612363783703040e+04 2.401145427050427017e+01
6.143811428270072793e+04 2.427554898031844743e+01
6.143908462045161286e+04 2.440480003961910782e+01
6.144307139245670260e+04 2.375184848790745207e+01
6.144610817572598899e+04 2.387843719615764471e+01
6.146911017775764776e+04 2.392828291980034905e+01
6.147505415702303435e+04 2.372858529690097384e+01
6.147505506078604230e+04 2.364372011516484662e+01
6.168231874414270715e+04 2.425642337115080238e+01
6.174316639144046349e+04 2.438410985819285770e+01
6.174325696499132755e+04 2.408091316810245885e+01
6.203739992574212374e+04 2.395744776734731118e+01
6.204639323856960982e+04 2.287801074154283754e+01
6.204838764873823675e+04 2.328586586951938742e+01
6.205032278164892341e+04 2.329645489080974130e+01
6.206033645240808255e+04 2.420293102126522200e+01
6.206034557635804231e+04 2.399921576404440060e+01
6.207435194259254786e+04 2.388992122611156432e+01
6.207436980767111527e+04 2.356418599267326996e+01
6.208935122011092608e+04 2.379018943367157490e+01
6.208935904485808715e+04 2.352766104827694704e+01
6.209028867794798134e+04 2.397000086049184020e+01
6.209616572236298089e+04 2.417802130089762613e+01
6.211315462024596491e+04 2.419042210354202993e+01
6.211429196530394984e+04 2.317298821153647381e+01
6.211624297061824473e+04 2.362874724692107975e+01
6.211624658373776037e+04 2.378616772835414039e+01
6.211730829198700667e+04 2.375636158560094202e+01
6.212317388015955657e+04 2.390848416265077248e+01
6.215211876447666145e+04 2.406151276746440004e+01
6.215615691317016899e+04 2.372166394783830867e+01
6.217007964110071043e+04 2.411355936992673676e+01
6.217411975245454232e+04 2.383747400942720773e+01
