# JD   5-sigma-depth
6.022932276482967427e+04 2.352034567183403269e+01
6.028606806559280813e+04 2.343557242893564307e+01
6.028715070569443196e+04 2.313110999069628448e+01
6.032106819906243618e+04 2.334707374679294745e+01
6.034709478024642885e+04 2.337358736525841607e+01
6.064822374353386840e+04 2.349052490779759950e+01
6.067506707427178480e+04 2.354860589629025824e+01
6.070215652846395824e+04 2.340120498480159839e+01
6.073406914511660580e+04 2.345394147947326857e+01
6.103007407015241188e+04 2.323996330918181386e+01
6.138324966232943552e+04 2.357403242725251502e+01
6.138414905785055453e+04 2.321639300913784965e+01
6.140915091153576941e+04 2.318428676056630877e+01
6.141115657367051608e+04 2.306390969179564721e+01
6.141419672439146234e+04 2.336490242337568191e+01
6.144305600288646383e+04 2.291181448130982545e+01
6.144805363064514677e+04 2.331378257721335601e+01
6.146710754461596662e+04 2.357077645358990736e+01
6.176307011837718164e+04 2.276179362296844388e+01
6.176315483409650187e+04 2.325577309979319196e+01
6.179207373903771804e+04 2.374909466847066852e+01
6.180206982191967836e+04 2.317892671075382793e+01
6.182410021180439799e+04 2.348886581629291825e+01
6.211906662776348094e+04 2.319710605832214867e+01
6.211906705138956750e+04 2.330394522462317397e+01
6.215207086891173822e+04 2.349761512446829315e+01
6.217523683262910345e+04 2.326065911315257750e+01
6.218305428279515036e+04 2.323638646452911516e+01
6.221601391041729221e+04 2.334620598799885371e+01
6.253228172356659343e+04 2.270413783352343629e+01
6.285511468190766027e+04 2.284722523403001304e+01
6.285616115077165159e+04 2.339726563287339545e+01
6.285919640176300891e+04 2.346252028049422123e+01
6.288729098931889166e+04 2.249912581722436045e+01
6.289006344639642339e+04 2.320467470822900680e+01
6.291511883296626911e+04 2.331833077987187508e+01
6.291819521169966902e+04 2.327861743274315032e+01
6.292404399469136843e+04 2.361195316907509678e+01
6.320927170674483204e+04 2.333507735773736869e+01
6.321217850504020316e+04 2.318459088467266938e+01
6.324411747916219610e+04 2.343517554624266452e+01
6.324411928066993278e+04 2.339115614864171988e+01
6.330702209555580339e+04 2.335682185306465897e+01
6.330702253202209249e+04 2.328911896826323513e+01
6.333304124512679118e+04 2.335883034401167890e+01
6.333304249742480897e+04 2.324733131886635462e+01
6.335698849174454517e+04 2.281387461041851594e+01
6.359728295724308555e+04 2.308534889541667567e+01
6.365319728501451755e+04 2.319482316851705050e+01
6.365319938343362446e+04 2.311799662052066040e+01
