# JD   5-sigma-depth
6.041139312001487269e+04 2.377917965486820151e+01
6.041733094222570071e+04 2.319351177669160080e+01
6.042930702989797282e+04 2.274708719932864298e+01
6.043718983461087191e+04 2.342843211745378440e+01
6.044223626893358596e+04 2.369667210456267981e+01
6.047814693556730344e+04 2.322657514350945007e+01
6.048634519562320202e+04 2.296025406350679532e+01
6.048807382646567567e+04 2.306885188479583704e+01
6.049301357876978727e+04 2.303122120771078229e+01
6.050318794553927728e+04 2.321424670730850437e+01
6.050512752651204210e+04 2.334621234335375917e+01
6.051397531621861708e+04 2.304092933673437926e+01
6.054402073756171012e+04 2.358125570149883998e+01
6.056601572415960982e+04 2.303579952490532889e+01
6.056706732253887458e+04 2.323923380979908870e+01
6.075134499121008412e+04 2.329230060069538411e+01
6.076335317369917902e+04 2.361982417288876590e+01
6.078634815588183119e+04 2.357498009224897118e+01
6.079124139861715230e+04 2.302172703552892585e+01
6.079124184397263889e+04 2.300478793445822490e+01
6.079633176025543798e+04 2.381406174070964354e+01
6.084804669516173453e+04 2.323171941229719906e+01
6.085520393134024198e+04 2.318067157259541133e+01
6.085520438087613729e+04 2.310593021182627638e+01
6.085614799320344173e+04 2.305388125336607175e+01
6.085916163924216380e+04 2.332265640026990994e+01
6.087998985980022553e+04 2.294729362886079116e+01
6.088006392100971425e+04 2.328147945232267091e+01
6.088997760421653220e+04 2.288036690221557024e+01
6.088999916072616907e+04 2.314483785109388947e+01
6.092099712215190812e+04 2.276130450921631621e+01
6.092417108586180984e+04 2.291912077850304996e+01
6.094898854967099760e+04 2.296576208323039126e+01
6.112137634047927713e+04 2.350484411987848432e+01
6.115933395570751600e+04 2.287506427829372768e+01
6.116533234345441451e+04 2.317108215045979591e+01
6.118130016086242540e+04 2.382489628703624618e+01
6.127005794593876635e+04 2.345860113801305147e+01
6.151833980967304524e+04 2.278841453311652643e+01
6.152423908938419481e+04 2.314805105481308445e+01
6.152938782591684867e+04 2.350393423950131933e+01
6.153427055899283732e+04 2.399661433728827475e+01
6.153427100749097735e+04 2.396315120800182186e+01
6.154140230112770223e+04 2.361388320204964941e+01
6.155318195281444059e+04 2.355712147772457854e+01
6.155320786191606021e+04 2.339438781991003680e+01
6.155639215394869098e+04 2.333439775149138384e+01
6.155813124993613019e+04 2.325454164620774122e+01
6.155813170361994707e+04 2.325557763671603695e+01
6.156126250346752204e+04 2.339165172187133024e+01
6.158909814285881293e+04 2.310501149496181128e+01
6.158909859871083609e+04 2.307378403308193526e+01
