# JD   5-sigma-depth
6.044216352547147835e+04 2.319451212544984031e+01
6.049302114799592528e+04 2.309343931068451994e+01
6.052400910198389465e+04 2.318378003726034464e+01
6.055800653462482296e+04 2.351145867453884364e+01
6.055800694856000337e+04 2.355569363028748597e+01
6.084718901284515596e+04 2.292968216716351293e+01
6.087599332786647574e+04 2.310942515491608162e+01
6.117920361976737331e+04 2.348122223310635093e+01
6.123226650731160044e+04 2.295691683917420889e+01
6.123407521126243228e+04 2.330677837492867965e+01
6.123521671314926061e+04 2.355583979641059145e+01
6.124019846298667835e+04 2.315242790955996455e+01
6.150425012368985335e+04 2.363585088239982923e+01
6.155626936115969147e+04 2.357875776316720007e+01
6.155828868123167922e+04 2.313640413250088201e+01
6.155916259987367084e+04 2.357192113759384711e+01
6.159107969862473692e+04 2.310878029620505814e+01
6.161503804087523167e+04 2.328320588031295912e+01
6.161503846817302838e+04 2.362939220679664842e+01
6.161699278802225308e+04 2.335901331215895738e+01
6.161699320873576653e+04 2.335722858564301063e+01
6.161803247261590150e+04 2.378709938393222245e+01
6.182531578386509500e+04 2.318927619707563537e+01
6.188625662972366263e+04 2.282880643114477692e+01
6.191806807122405007e+04 2.323429674020266233e+01
6.232507889364926814e+04 2.332032649429228144e+01
6.235406183152872836e+04 2.368861781605437500e+01
6.235408707289701124e+04 2.343148710917240152e+01
6.235599035269493470e+04 2.340400362873509010e+01
6.236099492994604952e+04 2.345803462155599206e+01
6.236099710344271443e+04 2.352203637858707452e+01
6.253431836593403568e+04 2.252218299725270612e+01
6.257029365906584280e+04 2.266139986073308776e+01
6.257029406927162927e+04 2.269332480180267453e+01
6.267707859452679259e+04 2.275821501410669256e+01
6.298224352538486710e+04 2.327169450774652759e+01
6.301127398943099979e+04 2.334900984029024684e+01
6.304123920781615743e+04 2.374210332093207043e+01
6.306099186497182382e+04 2.263427650551929915e+01
6.306308118207243388e+04 2.311003612185071532e+01
6.307013837648826302e+04 2.355133474947849948e+01
6.309800357178875129e+04 2.345048755735805912e+01
6.309807340797089273e+04 2.351745265019370379e+01
6.309807814329679968e+04 2.324168338633279873e+01
6.312901254261555732e+04 2.350489476152336010e+01
6.330036195180815412e+04 2.335906051681919138e+01
6.330529679059008777e+04 2.318066261563155805e+01
6.332930178213996260e+04 2.386409881507962538e+01
6.344998595177471725e+04 2.344726957352128949e+01
6.365836999371719139e+04 2.326330131871285190e+01
6.365837081935186143e+04 2.329927978136237599e+01
6.368323683714431536e+04 2.330143312649321174e+01
6.374206763411219436e+04 2.281083883552753733e+01
6.374328915052299999e+04 2.370205694341090208e+01
6.377198227020687045e+04 2.297332831006168874e+01
6.379905777142658189e+04 2.323547626418362100e+01
6.379907678026425856e+04 2.326295255312682642e+01
6.380298296176975418e+04 2.315690836484112580e+01
6.380298420262012951e+04 2.318114820923929287e+01
6.383700571569187741e+04 2.334120089711560553e+01
6.383800760614608589e+04 2.372381402486141866e+01
