# JD   5-sigma-depth
6.022737187861964048e+04 2.384641852246447513e+01
6.022934764377329702e+04 2.404508071035662198e+01
6.025121704561558727e+04 2.350902085923030427e+01
6.026601852208613127e+04 2.295941837400312124e+01
6.027921522010854824e+04 2.322154322885054611e+01
6.027924407751028048e+04 2.326373591576095379e+01
6.028108223840966821e+04 2.410689200778268670e+01
6.028108409596064303e+04 2.394252116503914252e+01
6.028609181055346562e+04 2.361373554513648543e+01
6.030016665345834917e+04 2.363475049793313332e+01
6.032109189614404022e+04 2.377241497526701863e+01
6.032110988351699052e+04 2.371110312308787016e+01
6.034612608378934965e+04 2.336780122783648750e+01
6.034612654083478992e+04 2.335305892626622892e+01
6.037108091561200854e+04 2.381056588122385520e+01
6.040811646001188637e+04 2.331139440654807515e+01
6.063931038693646406e+04 2.423443110697868264e+01
6.063931699817451590e+04 2.419436342007066898e+01
6.064333417709266359e+04 2.427885203675494807e+01
6.064333556734870217e+04 2.419952697467735092e+01
6.064630203143873950e+04 2.406965894606627998e+01
6.065035213592342188e+04 2.365114246844672863e+01
6.067118747643352253e+04 2.394504560662977255e+01
6.067118839633125026e+04 2.404054980956765064e+01
6.067132874908678059e+04 2.387249542815660419e+01
6.067132922100635915e+04 2.393252083269055674e+01
6.067815317962784320e+04 2.375222070146523734e+01
6.069618498174825800e+04 2.374054957232959140e+01
6.069618592744211492e+04 2.376067604288229163e+01
6.070218033268837462e+04 2.401334200426336452e+01
6.070606312808233633e+04 2.377395592187488305e+01
6.073404584211698239e+04 2.327235800300199031e+01
6.075399715962840855e+04 2.399216147151640754e+01
6.076300000113282294e+04 2.377847207057774170e+01
6.100518910455255536e+04 2.405235519491004581e+01
6.106311989524564706e+04 2.423526533631165591e+01
6.108212782401346340e+04 2.402493273208294511e+01
6.134535786826321419e+04 2.391096548674913436e+01
6.135530686111159594e+04 2.412705408141729890e+01
6.135633924026651948e+04 2.394470378051977022e+01
6.135935355069735670e+04 2.396791455074466626e+01
6.136335146779525530e+04 2.385418134262495471e+01
6.136530982029753795e+04 2.405602013358118185e+01
6.137028196546492836e+04 2.339276826007936450e+01
6.137526761156324937e+04 2.374468514610485670e+01
6.138132197018198349e+04 2.407312511593580595e+01
6.138417240493122517e+04 2.370804368527299033e+01
6.138611183555076423e+04 2.382583687188834887e+01
6.138712125043818378e+04 2.397402707853417780e+01
6.138712172402985016e+04 2.396724312816888869e+01
6.140216414808841364e+04 2.371985881591007228e+01
6.140622754215393797e+04 2.365377629605088572e+01
6.140625165326356364e+04 2.361781426945108109e+01
6.141118054348928126e+04 2.382710012976774294e+01
6.143533487060275365e+04 2.317845006523861073e+01
6.143603537555800722e+04 2.362613562622097518e+01
6.144307925741282816e+04 2.336568343435187600e+01
6.144323263333154318e+04 2.316907017589271334e+01
6.144807685409989790e+04 2.373506204711360112e+01
6.146506539579935634e+04 2.409563726185717059e+01
6.146509074688792316e+04 2.394637748235998487e+01
6.146708385531252861e+04 2.375978541173417469e+01
6.147106280045998574e+04 2.369834649722233877e+01
6.147108389130698924e+04 2.342822632612064382e+01
6.147824069473191048e+04 2.277480632285379869e+01
6.149201601788148400e+04 2.350676564020911385e+01
6.152605888749482983e+04 2.338714957357575841e+01
6.177115458402645891e+04 2.410705836213276143e+01
6.179209804752416676e+04 2.396961354237384967e+01
6.206034886007338355e+04 2.381718327367650190e+01
6.206536096460407134e+04 2.409404595099893598e+01
6.207136917836346402e+04 2.334692756583107709e+01
6.208735480431423639e+04 2.340717856106708439e+01
6.208935220603920607e+04 2.363047003132752266e+01
6.209030679536349635e+04 2.385625773633150004e+01
6.209235467470658477e+04 2.378013164438520377e+01
6.209235560226115194e+04 2.375828100264103071e+01
6.209527469805104920e+04 2.379164735378120099e+01
6.211108861119671928e+04 2.354201681563961301e+01
6.211315001913450396e+04 2.388280599010995076e+01
6.211530782354802795e+04 2.366924614733212806e+01
6.211731656033350737e+04 2.387945548201081181e+01
6.211731702919850795e+04 2.373312313496952797e+01
6.212132033541520650e+04 2.356069166925271574e+01
6.212132077945993660e+04 2.358846096340261411e+01
6.213435434056208032e+04 2.344153224621738829e+01
6.215209478452889016e+04 2.415315552247573194e+01
6.215411352124850964e+04 2.371677155708253082e+01
6.215613919427524525e+04 2.367665554038288889e+01
6.215911654704665125e+04 2.369634786735975851e+01
6.217203143497777637e+04 2.351300982495469327e+01
6.217223956714093947e+04 2.307441699032988680e+01
6.217412521648185793e+04 2.401127830292301013e+01
6.217526012327627541e+04 2.365625912289507582e+01
6.217732080808530009e+04 2.293059699659342954e+01
6.218007223486594739e+04 2.384541161512488827e+01
6.218017068498522713e+04 2.356022604230511774e+01
6.218107434487166756e+04 2.369364209203606109e+01
6.218307784971252840e+04 2.383477016354148859e+01
6.220300793348000298e+04 2.321057951280217679e+01
6.220909539840486832e+04 2.365194113962914457e+01
6.220924836349174439e+04 2.304627499710333893e+01
6.221603630738357606e+04 2.349634045682416428e+01
6.222908510165353800e+04 2.294302542843584902e+01
6.223103803605191933e+04 2.301416818560288391e+01
6.224202989602076559e+04 2.368719882781008224e+01
6.279237709154443291e+04 2.321115094610956930e+01
6.279237750821109512e+04 2.319993320959971328e+01
6.279837245474712108e+04 2.332423574745870098e+01
6.279932678507777018e+04 2.413015238904557691e+01
6.280435246090390137e+04 2.398306141178386497e+01
6.282531966386637214e+04 2.330996308145880391e+01
6.282730941388432257e+04 2.377977747641846662e+01
6.283117883490987879e+04 2.399285312849507434e+01
6.283731745665840572e+04 2.416153922255934106e+01
6.285010500309762574e+04 2.394731403524115620e+01
6.285018621178389731e+04 2.344139331801359560e+01
6.285324578634104546e+04 2.359237026979907981e+01
6.285324718377112731e+04 2.353101677481297571e+01
6.285513829320268269e+04 2.339550814986755967e+01
