# JD   5-sigma-depth
6.041140472346574097e+04 2.425313067011712320e+01
6.041730649274456664e+04 2.411616499922560308e+01
6.043716550495205593e+04 2.380830954760460827e+01
6.044218678670408553e+04 2.377223837782320359e+01
6.044221202079388604e+04 2.366739729565438566e+01
6.046526405180483562e+04 2.389359739048001074e+01
6.049298972468170541e+04 2.338354725024577618e+01
6.050316312331255176e+04 2.384085614365437422e+01
6.051396437869622605e+04 2.326898398689132819e+01
6.051906496202522248e+04 2.357798868375087764e+01
6.052398492473181977e+04 2.352757088641048000e+01
6.052907028533807170e+04 2.374573636233064633e+01
6.055803006725703017e+04 2.404902610350638881e+01
6.055803051621008490e+04 2.408449705078950487e+01
6.057608478984171234e+04 2.379709071207326332e+01
6.076332907592359697e+04 2.414520854923018689e+01
6.079121716311904311e+04 2.380234441638805620e+01
6.079121760843713855e+04 2.379236172713865471e+01
6.079630719919440889e+04 2.415874220858696830e+01
6.082326498058297148e+04 2.373553079159318102e+01
6.082629136488861695e+04 2.350041104853321272e+01
6.084802220081642736e+04 2.346948957592269380e+01
6.085522896396393480e+04 2.326968783381310857e+01
6.085522941349983012e+04 2.325591457993707678e+01
6.085525787147320079e+04 2.370935448614206464e+01
6.085525832427259593e+04 2.371335974589756290e+01
6.085612287263879989e+04 2.380413518288200336e+01
6.088001400817088143e+04 2.351673869168505604e+01
6.088003968727339088e+04 2.335616791191043262e+01
6.090801836022626230e+04 2.368289263343820750e+01
6.091302186817986512e+04 2.403616621462759539e+01
6.112136476312363811e+04 2.412852180466333607e+01
6.112335843115365424e+04 2.403379037795602002e+01
6.117428130036058428e+04 2.406625070615730522e+01
6.117922715243321727e+04 2.408220660168193561e+01
6.123229059737022908e+04 2.352101903275057282e+01
6.123409845927396964e+04 2.368752606574913244e+01
6.124022124878269824e+04 2.358816295344189129e+01
6.126305717059846938e+04 2.402650652386554952e+01
6.127003381924385030e+04 2.394178723754822968e+01
6.150422711097294814e+04 2.393393936742371864e+01
6.152421467664235388e+04 2.334206315854687830e+01
6.152937646206932550e+04 2.373098314504131778e+01
6.153424616311513819e+04 2.444206051850574468e+01
6.153424661189602193e+04 2.433894974212774898e+01
6.154137484434898943e+04 2.396906798222781632e+01
6.155315669796273869e+04 2.374953412259979046e+01
6.155636777533018176e+04 2.366136443685030599e+01
6.155810655250029231e+04 2.356148368775631141e+01
