# JD   5-sigma-depth
6.026224395733943675e+04 2.455298934348440554e+01
6.026224533630084625e+04 2.452686519358060480e+01
6.026308544468225591e+04 2.444947846919939849e+01
6.026308634881013859e+04 2.443149223467689168e+01
6.026523025831593986e+04 2.481232706279449474e+01
6.027920104466088378e+04 2.291016796064122119e+01
6.034306519835972722e+04 2.445979435897307397e+01
6.064311307393074821e+04 2.450663448248764453e+01
6.064322015565241600e+04 2.446891918170511104e+01
6.064626741519244388e+04 2.459241382928199826e+01
6.066807555179807969e+04 2.455886163994313875e+01
6.072510538286319934e+04 2.447046009264162691e+01
6.100718077024943341e+04 2.477732299963729545e+01
6.100718123759349692e+04 2.461002283181561978e+01
6.103008819846469851e+04 2.452139808813462807e+01
6.103511850704651442e+04 2.460955472966334767e+01
6.103511897351227526e+04 2.459981876392992817e+01
6.135717081197154766e+04 2.489422333021635936e+01
6.135717633988388843e+04 2.484384463943921162e+01
6.135922520412092126e+04 2.483145814155347963e+01
6.137525005337893526e+04 2.430994765709863259e+01
6.140206967046928185e+04 2.463133665317366194e+01
6.141316898615701211e+04 2.456412177546143383e+01
6.141607332084425434e+04 2.489575156798538913e+01
6.143906031291790714e+04 2.464589636556372199e+01
6.143907263433859771e+04 2.486855796523075668e+01
6.146505107500080339e+04 2.454189255769119171e+01
6.147503002510780789e+04 2.405302187990038476e+01
6.147503092940129136e+04 2.424724328395650730e+01
6.174323274612016394e+04 2.473294124685233797e+01
6.176308759377556271e+04 2.418771114471493888e+01
6.176317246199602960e+04 2.437351885216010672e+01
6.211317906767931709e+04 2.432448890445858325e+01
6.212225603732798481e+04 2.407117994879322964e+01
6.217005526824992558e+04 2.467838778546393641e+01
6.217409578376388527e+04 2.427720181754938267e+01
6.217604831373114575e+04 2.484465767890735322e+01
6.217604876241373859e+04 2.480406561944485944e+01
6.218004343139601406e+04 2.431730176332011695e+01
6.218104726178115379e+04 2.433338719513620774e+01
6.248024026749613404e+04 2.416085830838513004e+01
6.248027225571082090e+04 2.440194289404895756e+01
6.249615953132489085e+04 2.355877707520922826e+01
6.249807370209869259e+04 2.450265842903526092e+01
6.279928319937776541e+04 2.445332361027200108e+01
6.282009279570531362e+04 2.411839510484286819e+01
6.283115496822057321e+04 2.442582023982929584e+01
6.283115542878853012e+04 2.467479042182796789e+01
6.283124418339680415e+04 2.465124340275180259e+01
6.283124559944365319e+04 2.461369772522050781e+01
6.283728524729656056e+04 2.409857964751609671e+01
6.285014414022090205e+04 2.391867457617806281e+01
6.285807982497337071e+04 2.460659885268891145e+01
6.286420938478239259e+04 2.431101187896044991e+01
6.288114210305042798e+04 2.424609880515429694e+01
6.288606076551581646e+04 2.508496805499366644e+01
6.314934399423733703e+04 2.435910688253341760e+01
6.314934444427549897e+04 2.439437788389999895e+01
6.315918764376512991e+04 2.435224631425654351e+01
6.320624633503718360e+04 2.365902793220405087e+01
6.323506985588521638e+04 2.480217494440010739e+01
6.324708953645158908e+04 2.479089230256520437e+01
6.326712272618629504e+04 2.452895373098689547e+01
6.353126760085665592e+04 2.425066902939732216e+01
6.354529911309196905e+04 2.401699668472051741e+01
6.358814245239758748e+04 2.436200090465561274e+01
6.358906958632631722e+04 2.470010407417637666e+01
6.358907005162951100e+04 2.475483935963829651e+01
6.359406372708250274e+04 2.491510656915757593e+01
6.362606784013787546e+04 2.497953711953898193e+01
