# JD   5-sigma-depth
6.022732959091907105e+04 2.441642199169234573e+01
6.022733005234432494e+04 2.437620212506333317e+01
6.022834924774734827e+04 2.436332305174197188e+01
6.025117600193569524e+04 2.454790329797732085e+01
6.026308182493620552e+04 2.458190004643484627e+01
6.057714025723783561e+04 2.481108787819005101e+01
6.058720606379498349e+04 2.490467965969592967e+01
6.060502961094161583e+04 2.430717511708426315e+01
6.061117866395526653e+04 2.470557578332421400e+01
6.063904553628015856e+04 2.479965192555260955e+01
6.064707827612497204e+04 2.431001879105443209e+01
6.067510241363207024e+04 2.416301933101564359e+01
6.070309528990919353e+04 2.382410010666718136e+01
6.070309575238420803e+04 2.377020479900579275e+01
6.096719328847740690e+04 2.486739347442225778e+01
6.132232632008265500e+04 2.432506095978539307e+01
6.132232677775787306e+04 2.437425654629300809e+01
6.132820497985919064e+04 2.433371297720975690e+01
6.135718562672738335e+04 2.459421812944464492e+01
6.135718656974762416e+04 2.439794985993138710e+01
6.137305181483355409e+04 2.464407866146384407e+01
6.137405798954010970e+04 2.458175893864899564e+01
6.140208231526209420e+04 2.442434439911439625e+01
6.168217021064248547e+04 2.459010904004387044e+01
6.171314370570022584e+04 2.430654315620546768e+01
6.171314462098103832e+04 2.431788318480310807e+01
6.173307191083946964e+04 2.464670716142172324e+01
6.176310182779230672e+04 2.399674169841650695e+01
6.200317735591244855e+04 2.305871120944944863e+01
6.202315631306026626e+04 2.315853624949003020e+01
6.206022442314710497e+04 2.430624262175264150e+01
6.207125699726428866e+04 2.409611397651344333e+01
6.207125746271677053e+04 2.420924784196799706e+01
6.209229316907368047e+04 2.415152891234507493e+01
6.209229362520139694e+04 2.410283188935159870e+01
6.209419211631402868e+04 2.446665123846045731e+01
6.211105980118067237e+04 2.421876290695520595e+01
6.211511331243749009e+04 2.434334302998939137e+01
6.211511422467347438e+04 2.431663086096910931e+01
6.211511469201078580e+04 2.440937428030574452e+01
6.212410785829522501e+04 2.471249860324931547e+01
6.218005588806647575e+04 2.402932047732969423e+01
6.218005678148310108e+04 2.385804306572897104e+01
6.218105750211855047e+04 2.387295000869130135e+01
6.218105981471805717e+04 2.396050072654471563e+01
6.244106055262278824e+04 2.353278613796505425e+01
6.244605714993335278e+04 2.424594870226952636e+01
6.276514837185794750e+04 2.429412510922256274e+01
6.276521678147080092e+04 2.400334175261579972e+01
6.277027094178737025e+04 2.427413508692200494e+01
6.279415603679779451e+04 2.449173286992860099e+01
6.280111629818908841e+04 2.440878153450409727e+01
6.282414935478926054e+04 2.396477900231784730e+01
6.285007971638649906e+04 2.440022263406617853e+01
6.285008018758307298e+04 2.442545745333516294e+01
6.285014037739580090e+04 2.366547312587016094e+01
6.285407900746660744e+04 2.412344319869587395e+01
6.285818327194776066e+04 2.442108951195638866e+01
6.288706116846673831e+04 2.473108827763755713e+01
6.288706251720576256e+04 2.467620885032939526e+01
6.311832836904941360e+04 2.402773273958352362e+01
6.315906778577889054e+04 2.365646516694529566e+01
6.322119936469537788e+04 2.410451839710955824e+01
6.350425353568869468e+04 2.433213378940686766e+01
6.351424647124428884e+04 2.448313799911359467e+01
6.351424694023706979e+04 2.447104109235877445e+01
6.353309505256545526e+04 2.458411901384678444e+01
6.356110752573896752e+04 2.488653521002848379e+01
6.356722022767146700e+04 2.439198605271878151e+01
6.358907831437410641e+04 2.462204136737859983e+01
6.359912292838626308e+04 2.398215789247814556e+01
6.360014610491001076e+04 2.436924367959482396e+01
6.385914446600990050e+04 2.375617886067230700e+01
